captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-17T03:21:19.072725+00:00,btc-updown-5m-1786936800,5,3621673,56466286002266420901885103017190310032355836452039362093956886606683980318895,2026-08-17T03:20:00+00:00,2026-08-17T03:25:00+00:00,3.68,0.45,0.46,0.455,0.01,441.93,83.67,99
2026-08-17T03:21:19.072725+00:00,btc-updown-5m-1786937100,5,3621749,42156840326305669556737643659285986415425143056920009723994581477081862173666,2026-08-17T03:25:00+00:00,2026-08-17T03:30:00+00:00,8.68,0.5,0.51,0.505,0.01,29.76,630.24,99
2026-08-17T03:21:19.072725+00:00,btc-updown-15m-1786936500,15,3621650,102212632724365351501848510218318698806214290374540290489014201246490513039293,2026-08-17T03:15:00+00:00,2026-08-17T03:30:00+00:00,8.68,0.16,0.17,0.165,0.01,7.0,88.0,88
2026-08-17T03:21:19.072725+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,23.68,0.49,0.5,0.495,0.01,315.0,466.0,99
2026-08-17T03:22:20.739726+00:00,btc-updown-5m-1786936800,5,3621673,56466286002266420901885103017190310032355836452039362093956886606683980318895,2026-08-17T03:20:00+00:00,2026-08-17T03:25:00+00:00,2.67,0.53,0.54,0.535,0.01,20.0,433.42,99
2026-08-17T03:22:20.739726+00:00,btc-updown-5m-1786937100,5,3621749,42156840326305669556737643659285986415425143056920009723994581477081862173666,2026-08-17T03:25:00+00:00,2026-08-17T03:30:00+00:00,7.67,0.5,0.51,0.505,0.01,44.76,545.63,99
2026-08-17T03:22:20.739726+00:00,btc-updown-15m-1786936500,15,3621650,102212632724365351501848510218318698806214290374540290489014201246490513039293,2026-08-17T03:15:00+00:00,2026-08-17T03:30:00+00:00,7.67,0.17,0.18,0.175,0.01,101.54,95.06,88
2026-08-17T03:22:20.739726+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,22.67,0.49,0.5,0.495,0.01,315.0,314.0,99
2026-08-17T03:23:21.990835+00:00,btc-updown-5m-1786936800,5,3621673,56466286002266420901885103017190310032355836452039362093956886606683980318895,2026-08-17T03:20:00+00:00,2026-08-17T03:25:00+00:00,1.65,0.75,0.76,0.755,0.01,208.97,174.21,99
2026-08-17T03:23:21.990835+00:00,btc-updown-5m-1786937100,5,3621749,42156840326305669556737643659285986415425143056920009723994581477081862173666,2026-08-17T03:25:00+00:00,2026-08-17T03:30:00+00:00,6.65,0.5,0.51,0.505,0.01,59.76,560.63,99
2026-08-17T03:23:21.990835+00:00,btc-updown-15m-1786936500,15,3621650,102212632724365351501848510218318698806214290374540290489014201246490513039293,2026-08-17T03:15:00+00:00,2026-08-17T03:30:00+00:00,6.65,0.16,0.17,0.165,0.01,376.19,10.0,88
2026-08-17T03:23:21.990835+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,21.65,0.49,0.5,0.495,0.01,315.0,464.0,99
2026-08-17T03:24:23.254998+00:00,btc-updown-5m-1786936800,5,3621673,56466286002266420901885103017190310032355836452039362093956886606683980318895,2026-08-17T03:20:00+00:00,2026-08-17T03:25:00+00:00,0.62,0.97,0.98,0.975,0.01,1009.5,56.91,99
2026-08-17T03:24:23.254998+00:00,btc-updown-5m-1786937100,5,3621749,42156840326305669556737643659285986415425143056920009723994581477081862173666,2026-08-17T03:25:00+00:00,2026-08-17T03:30:00+00:00,5.62,0.5,0.51,0.505,0.01,23.76,620.63,99
2026-08-17T03:24:23.254998+00:00,btc-updown-15m-1786936500,15,3621650,102212632724365351501848510218318698806214290374540290489014201246490513039293,2026-08-17T03:15:00+00:00,2026-08-17T03:30:00+00:00,5.62,0.11,0.12,0.115,0.01,310.88,74.17,88
2026-08-17T03:24:23.254998+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,20.62,0.49,0.5,0.495,0.01,315.0,464.0,99
2026-08-17T03:25:24.505171+00:00,btc-updown-5m-1786937100,5,3621749,42156840326305669556737643659285986415425143056920009723994581477081862173666,2026-08-17T03:25:00+00:00,2026-08-17T03:30:00+00:00,4.6,0.45,0.46,0.455,0.01,153.18,107.18,99
2026-08-17T03:25:24.505171+00:00,btc-updown-5m-1786937400,5,3621759,45026822132357770271937675741565573404165611769623673811696133941517859529180,2026-08-17T03:30:00+00:00,2026-08-17T03:35:00+00:00,9.6,0.49,0.5,0.495,0.01,310.79,69.0,99
2026-08-17T03:25:24.505171+00:00,btc-updown-15m-1786936500,15,3621650,102212632724365351501848510218318698806214290374540290489014201246490513039293,2026-08-17T03:15:00+00:00,2026-08-17T03:30:00+00:00,4.6,0.07,0.08,0.075,0.01,20.0,113.03,87
2026-08-17T03:25:24.505171+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,19.6,0.49,0.5,0.495,0.01,75.0,571.0,99
2026-08-17T03:26:25.867052+00:00,btc-updown-5m-1786937100,5,3621749,42156840326305669556737643659285986415425143056920009723994581477081862173666,2026-08-17T03:25:00+00:00,2026-08-17T03:30:00+00:00,3.58,0.27,0.28,0.275,0.01,246.12,100.71,99
2026-08-17T03:26:25.867052+00:00,btc-updown-5m-1786937400,5,3621759,45026822132357770271937675741565573404165611769623673811696133941517859529180,2026-08-17T03:30:00+00:00,2026-08-17T03:35:00+00:00,8.58,0.49,0.5,0.495,0.01,273.88,113.0,99
2026-08-17T03:26:25.867052+00:00,btc-updown-15m-1786936500,15,3621650,102212632724365351501848510218318698806214290374540290489014201246490513039293,2026-08-17T03:15:00+00:00,2026-08-17T03:30:00+00:00,3.58,0.04,0.05,0.045,0.01,118.82,382.39,87
2026-08-17T03:26:25.867052+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,18.58,0.48,0.49,0.485,0.01,247.84,472.55,99
2026-08-17T03:27:27.187892+00:00,btc-updown-5m-1786937100,5,3621749,42156840326305669556737643659285986415425143056920009723994581477081862173666,2026-08-17T03:25:00+00:00,2026-08-17T03:30:00+00:00,2.55,0.42,0.43,0.425,0.01,73.56,261.98,99
2026-08-17T03:27:27.187892+00:00,btc-updown-5m-1786937400,5,3621759,45026822132357770271937675741565573404165611769623673811696133941517859529180,2026-08-17T03:30:00+00:00,2026-08-17T03:35:00+00:00,7.55,0.49,0.5,0.495,0.01,280.88,98.0,99
2026-08-17T03:27:27.187892+00:00,btc-updown-15m-1786936500,15,3621650,102212632724365351501848510218318698806214290374540290489014201246490513039293,2026-08-17T03:15:00+00:00,2026-08-17T03:30:00+00:00,2.55,0.03,0.04,0.035,0.01,46.0,16.0,101
2026-08-17T03:27:27.187892+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,17.55,0.48,0.49,0.485,0.01,247.84,470.5,99
2026-08-17T03:28:28.472336+00:00,btc-updown-5m-1786937100,5,3621749,42156840326305669556737643659285986415425143056920009723994581477081862173666,2026-08-17T03:25:00+00:00,2026-08-17T03:30:00+00:00,1.53,0.27,0.28,0.275,0.01,28.61,135.15,99
2026-08-17T03:28:28.472336+00:00,btc-updown-5m-1786937400,5,3621759,45026822132357770271937675741565573404165611769623673811696133941517859529180,2026-08-17T03:30:00+00:00,2026-08-17T03:35:00+00:00,6.53,0.48,0.49,0.485,0.01,365.0,2477.49,99
2026-08-17T03:28:28.472336+00:00,btc-updown-15m-1786936500,15,3621650,102212632724365351501848510218318698806214290374540290489014201246490513039293,2026-08-17T03:15:00+00:00,2026-08-17T03:30:00+00:00,1.53,0.011,0.016,0.0135,0.005,5700.47,30.0,105
2026-08-17T03:28:28.472336+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,16.53,0.48,0.49,0.485,0.01,242.84,470.5,99
2026-08-17T03:29:29.808511+00:00,btc-updown-5m-1786937400,5,3621759,45026822132357770271937675741565573404165611769623673811696133941517859529180,2026-08-17T03:30:00+00:00,2026-08-17T03:35:00+00:00,5.52,0.47,0.48,0.475,0.01,10.0,45.58,99
2026-08-17T03:29:29.808511+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,15.52,0.48,0.49,0.485,0.01,47.5,164.59,99
2026-08-17T03:30:30.868876+00:00,btc-updown-5m-1786937400,5,3621759,45026822132357770271937675741565573404165611769623673811696133941517859529180,2026-08-17T03:30:00+00:00,2026-08-17T03:35:00+00:00,4.5,0.53,0.54,0.535,0.01,314.5,149.76,99
2026-08-17T03:30:30.868876+00:00,btc-updown-5m-1786937700,5,3621806,12603469175310249022945914959527560822155728015806101072684623231319242730341,2026-08-17T03:35:00+00:00,2026-08-17T03:40:00+00:00,9.5,0.49,0.5,0.495,0.01,394.0,58.24,99
2026-08-17T03:30:30.868876+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,14.5,0.49,0.5,0.495,0.01,29.55,34.71,98
2026-08-17T03:30:30.868876+00:00,btc-updown-15m-1786938300,15,3621892,83486676306746709096313605583408460382148267259933749946309978714945053946043,2026-08-17T03:45:00+00:00,2026-08-17T04:00:00+00:00,29.5,0.49,0.5,0.495,0.01,255.0,491.0,99
2026-08-17T03:31:32.375378+00:00,btc-updown-5m-1786937400,5,3621759,45026822132357770271937675741565573404165611769623673811696133941517859529180,2026-08-17T03:30:00+00:00,2026-08-17T03:35:00+00:00,3.47,0.36,0.37,0.365,0.01,23.59,200.37,99
2026-08-17T03:31:32.375378+00:00,btc-updown-5m-1786937700,5,3621806,12603469175310249022945914959527560822155728015806101072684623231319242730341,2026-08-17T03:35:00+00:00,2026-08-17T03:40:00+00:00,8.47,0.49,0.5,0.495,0.01,288.45,327.24,99
2026-08-17T03:31:32.375378+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,13.47,0.43,0.44,0.435,0.01,3.08,105.34,99
2026-08-17T03:31:32.375378+00:00,btc-updown-15m-1786938300,15,3621892,83486676306746709096313605583408460382148267259933749946309978714945053946043,2026-08-17T03:45:00+00:00,2026-08-17T04:00:00+00:00,28.47,0.49,0.5,0.495,0.01,255.0,341.0,99
2026-08-17T03:32:33.732200+00:00,btc-updown-5m-1786937400,5,3621759,45026822132357770271937675741565573404165611769623673811696133941517859529180,2026-08-17T03:30:00+00:00,2026-08-17T03:35:00+00:00,2.45,0.22,0.23,0.225,0.01,751.3,30.0,99
2026-08-17T03:32:33.732200+00:00,btc-updown-5m-1786937700,5,3621806,12603469175310249022945914959527560822155728015806101072684623231319242730341,2026-08-17T03:35:00+00:00,2026-08-17T03:40:00+00:00,7.45,0.48,0.49,0.485,0.01,415.0,73.6,99
2026-08-17T03:32:33.732200+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,12.45,0.38,0.39,0.385,0.01,412.44,15.41,99
2026-08-17T03:32:33.732200+00:00,btc-updown-15m-1786938300,15,3621892,83486676306746709096313605583408460382148267259933749946309978714945053946043,2026-08-17T03:45:00+00:00,2026-08-17T04:00:00+00:00,27.45,0.49,0.5,0.495,0.01,238.62,471.0,99
2026-08-17T03:33:35.021175+00:00,btc-updown-5m-1786937400,5,3621759,45026822132357770271937675741565573404165611769623673811696133941517859529180,2026-08-17T03:30:00+00:00,2026-08-17T03:35:00+00:00,1.42,0.48,0.49,0.485,0.01,18.0,196.15,99
2026-08-17T03:33:35.021175+00:00,btc-updown-5m-1786937700,5,3621806,12603469175310249022945914959527560822155728015806101072684623231319242730341,2026-08-17T03:35:00+00:00,2026-08-17T03:40:00+00:00,6.42,0.48,0.49,0.485,0.01,435.38,101.55,99
2026-08-17T03:33:35.021175+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,11.42,0.47,0.48,0.475,0.01,61.89,7.91,99
2026-08-17T03:33:35.021175+00:00,btc-updown-15m-1786938300,15,3621892,83486676306746709096313605583408460382148267259933749946309978714945053946043,2026-08-17T03:45:00+00:00,2026-08-17T04:00:00+00:00,26.42,0.49,0.5,0.495,0.01,238.62,591.0,99
2026-08-17T03:34:36.440098+00:00,btc-updown-5m-1786937400,5,3621759,45026822132357770271937675741565573404165611769623673811696133941517859529180,2026-08-17T03:30:00+00:00,2026-08-17T03:35:00+00:00,0.4,0.05,0.06,0.055,0.01,1491.05,11.6,98
2026-08-17T03:34:36.440098+00:00,btc-updown-5m-1786937700,5,3621806,12603469175310249022945914959527560822155728015806101072684623231319242730341,2026-08-17T03:35:00+00:00,2026-08-17T03:40:00+00:00,5.4,0.48,0.49,0.485,0.01,20.0,111.06,99
2026-08-17T03:34:36.440098+00:00,btc-updown-15m-1786937400,15,3621755,94133054165091926368877431593937224657984609955270637125640488894018627155206,2026-08-17T03:30:00+00:00,2026-08-17T03:45:00+00:00,10.4,0.37,0.38,0.375,0.01,440.7,3.0,98
