captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-18T00:00:39.895863+00:00,btc-updown-5m-1787011200,5,3650946,89255658346603442993484248735242011851460759511072915026722250312243058391392,2026-08-18T00:00:00+00:00,2026-08-18T00:05:00+00:00,4.35,0.59,0.6,0.595,0.01,401.03,44.95,99
2026-08-18T00:00:39.895863+00:00,btc-updown-5m-1787011500,5,3650975,74124635118139250492134961552592327059621552763868910897706139466589372976425,2026-08-18T00:05:00+00:00,2026-08-18T00:10:00+00:00,9.35,0.49,0.5,0.495,0.01,383.87,270.65,99
2026-08-18T00:00:39.895863+00:00,btc-updown-15m-1787011200,15,3650957,37712749142671757359031732110672545368065529445905149756193450113098638569211,2026-08-18T00:00:00+00:00,2026-08-18T00:15:00+00:00,14.35,0.53,0.54,0.535,0.01,110.4,20.0,99
2026-08-18T00:00:39.895863+00:00,btc-updown-15m-1787012100,15,3651118,21055748727145664985680893707503844554238382673775356586332275420282430917255,2026-08-18T00:15:00+00:00,2026-08-18T00:30:00+00:00,29.35,0.49,0.5,0.495,0.01,249.08,765.0,98
2026-08-18T00:01:41.201014+00:00,btc-updown-5m-1787011200,5,3650946,89255658346603442993484248735242011851460759511072915026722250312243058391392,2026-08-18T00:00:00+00:00,2026-08-18T00:05:00+00:00,3.32,0.36,0.37,0.365,0.01,117.44,400.0,99
2026-08-18T00:01:41.201014+00:00,btc-updown-5m-1787011500,5,3650975,74124635118139250492134961552592327059621552763868910897706139466589372976425,2026-08-18T00:05:00+00:00,2026-08-18T00:10:00+00:00,8.32,0.49,0.5,0.495,0.01,383.87,284.65,99
2026-08-18T00:01:41.201014+00:00,btc-updown-15m-1787011200,15,3650957,37712749142671757359031732110672545368065529445905149756193450113098638569211,2026-08-18T00:00:00+00:00,2026-08-18T00:15:00+00:00,13.32,0.41,0.42,0.415,0.01,11.0,77.36,99
2026-08-18T00:01:41.201014+00:00,btc-updown-15m-1787012100,15,3651118,21055748727145664985680893707503844554238382673775356586332275420282430917255,2026-08-18T00:15:00+00:00,2026-08-18T00:30:00+00:00,28.32,0.49,0.5,0.495,0.01,254.08,765.0,98
2026-08-18T00:02:42.255732+00:00,btc-updown-5m-1787011200,5,3650946,89255658346603442993484248735242011851460759511072915026722250312243058391392,2026-08-18T00:00:00+00:00,2026-08-18T00:05:00+00:00,2.3,0.09,0.1,0.095,0.01,43.53,656.75,99
2026-08-18T00:02:42.255732+00:00,btc-updown-5m-1787011500,5,3650975,74124635118139250492134961552592327059621552763868910897706139466589372976425,2026-08-18T00:05:00+00:00,2026-08-18T00:10:00+00:00,7.3,0.49,0.51,0.5,0.02,390.87,450.4,98
