captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-30T03:15:12.740602+00:00,btc-updown-5m-1788059700,5,3965508,671486596018444705941768965223644568729797609533614834667077604546414921780,2026-08-30T03:15:00+00:00,2026-08-30T03:20:00+00:00,4.8,0.48,0.49,0.485,0.01,198.08,70.0,99
2026-08-30T03:15:12.740602+00:00,btc-updown-5m-1788060000,5,3965522,34330697600112703171802793980255159782803691842543672000990502758037447414205,2026-08-30T03:20:00+00:00,2026-08-30T03:25:00+00:00,9.8,0.5,0.51,0.505,0.01,592.4,306.68,99
2026-08-30T03:15:12.740602+00:00,btc-updown-15m-1788059700,15,3965512,40784779638486718143156547382847217128680458627278144664843958357530663587732,2026-08-30T03:15:00+00:00,2026-08-30T03:30:00+00:00,14.8,0.49,0.5,0.495,0.01,61.0,10.0,94
2026-08-30T03:15:12.740602+00:00,btc-updown-15m-1788060600,15,3965562,10089516601816782591053779379413920172422980222210271712905779768821672861509,2026-08-30T03:30:00+00:00,2026-08-30T03:45:00+00:00,29.8,0.5,0.51,0.505,0.01,425.0,496.73,69
2026-08-30T03:16:14.123988+00:00,btc-updown-5m-1788059700,5,3965508,671486596018444705941768965223644568729797609533614834667077604546414921780,2026-08-30T03:15:00+00:00,2026-08-30T03:20:00+00:00,3.77,0.23,0.24,0.235,0.01,127.35,213.91,99
2026-08-30T03:16:14.123988+00:00,btc-updown-5m-1788060000,5,3965522,34330697600112703171802793980255159782803691842543672000990502758037447414205,2026-08-30T03:20:00+00:00,2026-08-30T03:25:00+00:00,8.77,0.5,0.51,0.505,0.01,592.4,503.08,99
2026-08-30T03:16:14.123988+00:00,btc-updown-15m-1788059700,15,3965512,40784779638486718143156547382847217128680458627278144664843958357530663587732,2026-08-30T03:15:00+00:00,2026-08-30T03:30:00+00:00,13.77,0.38,0.39,0.385,0.01,15.0,146.0,99
2026-08-30T03:16:14.123988+00:00,btc-updown-15m-1788060600,15,3965562,10089516601816782591053779379413920172422980222210271712905779768821672861509,2026-08-30T03:30:00+00:00,2026-08-30T03:45:00+00:00,28.77,0.51,0.52,0.515,0.01,3972.3,592.49,71
2026-08-30T03:17:15.270532+00:00,btc-updown-5m-1788059700,5,3965508,671486596018444705941768965223644568729797609533614834667077604546414921780,2026-08-30T03:15:00+00:00,2026-08-30T03:20:00+00:00,2.75,0.26,0.27,0.265,0.01,162.29,177.0,99
2026-08-30T03:17:15.270532+00:00,btc-updown-5m-1788060000,5,3965522,34330697600112703171802793980255159782803691842543672000990502758037447414205,2026-08-30T03:20:00+00:00,2026-08-30T03:25:00+00:00,7.75,0.5,0.51,0.505,0.01,572.4,490.08,99
