captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-15T01:20:03.154840+00:00,btc-updown-5m-1786756800,5,3575332,83629976683516435293663336098261940427194372275909457170009982713892162303837,2026-08-15T01:20:00+00:00,2026-08-15T01:25:00+00:00,4.95,0.51,0.52,0.515,0.01,71.21,35.0,99
2026-08-15T01:20:03.154840+00:00,btc-updown-5m-1786757100,5,3575359,33388545487835095793778205833322256457895122299937732487995895008831832571513,2026-08-15T01:25:00+00:00,2026-08-15T01:30:00+00:00,9.95,0.5,0.51,0.505,0.01,230.84,541.13,99
2026-08-15T01:20:03.154840+00:00,btc-updown-15m-1786756500,15,3575323,12898044597170919114162876086123897146380863211128780405704298081468279075819,2026-08-15T01:15:00+00:00,2026-08-15T01:30:00+00:00,9.95,0.43,0.44,0.435,0.01,189.64,137.8,99
2026-08-15T01:20:03.154840+00:00,btc-updown-15m-1786757400,15,3575373,85205442853240914714896678751855250985114627660122965966250407460481182681505,2026-08-15T01:30:00+00:00,2026-08-15T01:45:00+00:00,24.95,0.49,0.5,0.495,0.01,374.08,265.0,85
2026-08-15T01:21:04.086076+00:00,btc-updown-5m-1786756800,5,3575332,83629976683516435293663336098261940427194372275909457170009982713892162303837,2026-08-15T01:20:00+00:00,2026-08-15T01:25:00+00:00,3.93,0.63,0.64,0.635,0.01,252.63,97.85,99
2026-08-15T01:21:04.086076+00:00,btc-updown-5m-1786757100,5,3575359,33388545487835095793778205833322256457895122299937732487995895008831832571513,2026-08-15T01:25:00+00:00,2026-08-15T01:30:00+00:00,8.93,0.5,0.51,0.505,0.01,137.54,389.45,99
2026-08-15T01:21:04.086076+00:00,btc-updown-15m-1786756500,15,3575323,12898044597170919114162876086123897146380863211128780405704298081468279075819,2026-08-15T01:15:00+00:00,2026-08-15T01:30:00+00:00,8.93,0.49,0.5,0.495,0.01,10.0,290.0,99
2026-08-15T01:21:04.086076+00:00,btc-updown-15m-1786757400,15,3575373,85205442853240914714896678751855250985114627660122965966250407460481182681505,2026-08-15T01:30:00+00:00,2026-08-15T01:45:00+00:00,23.93,0.49,0.5,0.495,0.01,294.08,75.0,85
2026-08-15T01:22:04.966875+00:00,btc-updown-5m-1786756800,5,3575332,83629976683516435293663336098261940427194372275909457170009982713892162303837,2026-08-15T01:20:00+00:00,2026-08-15T01:25:00+00:00,2.93,0.71,0.72,0.715,0.01,267.51,72.91,99
2026-08-15T01:22:04.966875+00:00,btc-updown-5m-1786757100,5,3575359,33388545487835095793778205833322256457895122299937732487995895008831832571513,2026-08-15T01:25:00+00:00,2026-08-15T01:30:00+00:00,7.93,0.5,0.51,0.505,0.01,142.54,386.45,99
2026-08-15T01:22:04.966875+00:00,btc-updown-15m-1786756500,15,3575323,12898044597170919114162876086123897146380863211128780405704298081468279075819,2026-08-15T01:15:00+00:00,2026-08-15T01:30:00+00:00,7.93,0.5,0.51,0.505,0.01,136.23,75.0,98
2026-08-15T01:22:04.966875+00:00,btc-updown-15m-1786757400,15,3575373,85205442853240914714896678751855250985114627660122965966250407460481182681505,2026-08-15T01:30:00+00:00,2026-08-15T01:45:00+00:00,22.93,0.49,0.5,0.495,0.01,294.08,275.0,84
2026-08-15T01:23:05.852896+00:00,btc-updown-5m-1786756800,5,3575332,83629976683516435293663336098261940427194372275909457170009982713892162303837,2026-08-15T01:20:00+00:00,2026-08-15T01:25:00+00:00,1.92,0.76,0.77,0.765,0.01,20.0,239.58,99
2026-08-15T01:23:05.852896+00:00,btc-updown-5m-1786757100,5,3575359,33388545487835095793778205833322256457895122299937732487995895008831832571513,2026-08-15T01:25:00+00:00,2026-08-15T01:30:00+00:00,6.92,0.5,0.51,0.505,0.01,162.54,222.26,99
2026-08-15T01:23:05.852896+00:00,btc-updown-15m-1786756500,15,3575323,12898044597170919114162876086123897146380863211128780405704298081468279075819,2026-08-15T01:15:00+00:00,2026-08-15T01:30:00+00:00,6.92,0.69,0.7,0.695,0.01,206.0,8.0,98
2026-08-15T01:23:05.852896+00:00,btc-updown-15m-1786757400,15,3575373,85205442853240914714896678751855250985114627660122965966250407460481182681505,2026-08-15T01:30:00+00:00,2026-08-15T01:45:00+00:00,21.92,0.49,0.5,0.495,0.01,294.08,275.0,84
2026-08-15T01:24:06.745427+00:00,btc-updown-5m-1786757100,5,3575359,33388545487835095793778205833322256457895122299937732487995895008831832571513,2026-08-15T01:25:00+00:00,2026-08-15T01:30:00+00:00,5.9,0.5,0.51,0.505,0.01,55.24,200.29,99
2026-08-15T01:24:06.745427+00:00,btc-updown-15m-1786756500,15,3575323,12898044597170919114162876086123897146380863211128780405704298081468279075819,2026-08-15T01:15:00+00:00,2026-08-15T01:30:00+00:00,5.9,0.62,0.63,0.625,0.01,225.14,5.0,99
2026-08-15T01:24:06.745427+00:00,btc-updown-15m-1786757400,15,3575373,85205442853240914714896678751855250985114627660122965966250407460481182681505,2026-08-15T01:30:00+00:00,2026-08-15T01:45:00+00:00,20.9,0.49,0.5,0.495,0.01,294.08,315.0,90
2026-08-15T01:25:07.527887+00:00,btc-updown-5m-1786757100,5,3575359,33388545487835095793778205833322256457895122299937732487995895008831832571513,2026-08-15T01:25:00+00:00,2026-08-15T01:30:00+00:00,4.88,0.71,0.72,0.715,0.01,241.85,117.55,99
2026-08-15T01:25:07.527887+00:00,btc-updown-5m-1786757400,5,3575371,80651046380178002934520010080405470529732527465237881758018790916648109760577,2026-08-15T01:30:00+00:00,2026-08-15T01:35:00+00:00,9.88,0.5,0.51,0.505,0.01,160.67,455.16,99
2026-08-15T01:25:07.527887+00:00,btc-updown-15m-1786756500,15,3575323,12898044597170919114162876086123897146380863211128780405704298081468279075819,2026-08-15T01:15:00+00:00,2026-08-15T01:30:00+00:00,4.88,0.88,0.89,0.885,0.01,106.0,40.31,99
