captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-09-03T00:00:12.066728+00:00,btc-updown-5m-1788393600,5,4093821,18619576573477706841867802427792480706693589350127893189825350798874870214136,2026-09-03T00:00:00+00:00,2026-09-03T00:05:00+00:00,4.8,0.19,0.2,0.195,0.01,173.97,128.0,99
2026-09-03T00:00:12.066728+00:00,btc-updown-5m-1788393900,5,4093879,77778034211110921958888354994178393856828536312003509388648600313732144472351,2026-09-03T00:05:00+00:00,2026-09-03T00:10:00+00:00,9.8,0.49,0.5,0.495,0.01,13.19,434.0,99
2026-09-03T00:00:12.066728+00:00,btc-updown-15m-1788393600,15,4093831,43948672634980567926901105782248698991878868409529382429270464514343165668134,2026-09-03T00:00:00+00:00,2026-09-03T00:15:00+00:00,14.8,0.32,0.33,0.325,0.01,2.96,155.26,99
2026-09-03T00:00:12.066728+00:00,btc-updown-15m-1788394500,15,4094661,109622376041435591096307218805228404154601370771865773763708256957395460976329,2026-09-03T00:15:00+00:00,2026-09-03T00:30:00+00:00,29.8,0.5,0.51,0.505,0.01,61.76,468.03,97
2026-09-03T00:01:13.424860+00:00,btc-updown-5m-1788393600,5,4093821,18619576573477706841867802427792480706693589350127893189825350798874870214136,2026-09-03T00:00:00+00:00,2026-09-03T00:05:00+00:00,3.78,0.36,0.37,0.365,0.01,78.0,213.85,99
2026-09-03T00:01:13.424860+00:00,btc-updown-5m-1788393900,5,4093879,77778034211110921958888354994178393856828536312003509388648600313732144472351,2026-09-03T00:05:00+00:00,2026-09-03T00:10:00+00:00,8.78,0.47,0.48,0.475,0.01,205.0,499.84,99
2026-09-03T00:01:13.424860+00:00,btc-updown-15m-1788393600,15,4093831,43948672634980567926901105782248698991878868409529382429270464514343165668134,2026-09-03T00:00:00+00:00,2026-09-03T00:15:00+00:00,13.78,0.41,0.42,0.415,0.01,78.22,113.0,89
2026-09-03T00:01:13.424860+00:00,btc-updown-15m-1788394500,15,4094661,109622376041435591096307218805228404154601370771865773763708256957395460976329,2026-09-03T00:15:00+00:00,2026-09-03T00:30:00+00:00,28.78,0.5,0.51,0.505,0.01,45.76,1173.03,99
2026-09-03T00:02:14.802326+00:00,btc-updown-5m-1788393600,5,4093821,18619576573477706841867802427792480706693589350127893189825350798874870214136,2026-09-03T00:00:00+00:00,2026-09-03T00:05:00+00:00,2.77,0.5,0.51,0.505,0.01,5.0,46.03,99
2026-09-03T00:02:14.802326+00:00,btc-updown-5m-1788393900,5,4093879,77778034211110921958888354994178393856828536312003509388648600313732144472351,2026-09-03T00:05:00+00:00,2026-09-03T00:10:00+00:00,7.77,0.47,0.48,0.475,0.01,297.0,636.84,99
2026-09-03T00:02:14.802326+00:00,btc-updown-15m-1788393600,15,4093831,43948672634980567926901105782248698991878868409529382429270464514343165668134,2026-09-03T00:00:00+00:00,2026-09-03T00:15:00+00:00,12.77,0.51,0.52,0.515,0.01,10.0,158.0,93
2026-09-03T00:02:14.802326+00:00,btc-updown-15m-1788394500,15,4094661,109622376041435591096307218805228404154601370771865773763708256957395460976329,2026-09-03T00:15:00+00:00,2026-09-03T00:30:00+00:00,27.77,0.5,0.51,0.505,0.01,45.76,1173.03,99
2026-09-03T00:03:16.206565+00:00,btc-updown-5m-1788393600,5,4093821,18619576573477706841867802427792480706693589350127893189825350798874870214136,2026-09-03T00:00:00+00:00,2026-09-03T00:05:00+00:00,1.73,0.65,0.66,0.655,0.01,97.0,378.97,99
2026-09-03T00:03:16.206565+00:00,btc-updown-5m-1788393900,5,4093879,77778034211110921958888354994178393856828536312003509388648600313732144472351,2026-09-03T00:05:00+00:00,2026-09-03T00:10:00+00:00,6.73,0.47,0.48,0.475,0.01,287.74,624.84,99
