captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-29T00:00:01.910515+00:00,btc-updown-5m-1787961600,5,3941427,50740783743789769636578773902307314046463114904071681081656729379273547414632,2026-08-29T00:00:00+00:00,2026-08-29T00:05:00+00:00,4.98,0.49,0.5,0.495,0.01,4.49,8.82,96
2026-08-29T00:00:01.910515+00:00,btc-updown-5m-1787961900,5,3941461,57753809484320285455901423261598367998662503093673247238517102489420395807503,2026-08-29T00:05:00+00:00,2026-08-29T00:10:00+00:00,9.98,0.49,0.5,0.495,0.01,333.45,591.5,99
2026-08-29T00:00:01.910515+00:00,btc-updown-15m-1787961600,15,3941423,6898067620186560813074550460978213390179802000357795982098865370392630034049,2026-08-29T00:00:00+00:00,2026-08-29T00:15:00+00:00,14.98,0.47,0.48,0.475,0.01,97.0,388.3,85
2026-08-29T00:00:01.910515+00:00,btc-updown-15m-1787962500,15,3941537,97475144565391895398909362941442077791211983761949076298715900873858140477351,2026-08-29T00:15:00+00:00,2026-08-29T00:30:00+00:00,29.98,0.5,0.51,0.505,0.01,210.0,495.42,89
2026-08-29T00:01:02.875226+00:00,btc-updown-5m-1787961600,5,3941427,50740783743789769636578773902307314046463114904071681081656729379273547414632,2026-08-29T00:00:00+00:00,2026-08-29T00:05:00+00:00,3.97,0.3,0.31,0.305,0.01,108.8,225.33,99
2026-08-29T00:01:02.875226+00:00,btc-updown-5m-1787961900,5,3941461,57753809484320285455901423261598367998662503093673247238517102489420395807503,2026-08-29T00:05:00+00:00,2026-08-29T00:10:00+00:00,8.97,0.49,0.5,0.495,0.01,236.25,652.5,99
2026-08-29T00:01:02.875226+00:00,btc-updown-15m-1787961600,15,3941423,6898067620186560813074550460978213390179802000357795982098865370392630034049,2026-08-29T00:00:00+00:00,2026-08-29T00:15:00+00:00,13.97,0.41,0.42,0.415,0.01,7.96,68.56,98
2026-08-29T00:01:02.875226+00:00,btc-updown-15m-1787962500,15,3941537,97475144565391895398909362941442077791211983761949076298715900873858140477351,2026-08-29T00:15:00+00:00,2026-08-29T00:30:00+00:00,28.97,0.5,0.51,0.505,0.01,22.0,1012.42,89
2026-08-29T00:02:03.823704+00:00,btc-updown-5m-1787961600,5,3941427,50740783743789769636578773902307314046463114904071681081656729379273547414632,2026-08-29T00:00:00+00:00,2026-08-29T00:05:00+00:00,2.95,0.52,0.53,0.525,0.01,55.0,108.1,99
2026-08-29T00:02:03.823704+00:00,btc-updown-5m-1787961900,5,3941461,57753809484320285455901423261598367998662503093673247238517102489420395807503,2026-08-29T00:05:00+00:00,2026-08-29T00:10:00+00:00,7.95,0.49,0.5,0.495,0.01,326.28,753.5,99
