captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-09-01T00:00:22.190580+00:00,btc-updown-5m-1788220800,5,4014833,106859506133592260564313288776991486203818201879517576600167372673057285330993,2026-09-01T00:00:00+00:00,2026-09-01T00:05:00+00:00,4.63,0.5,0.51,0.505,0.01,100.02,298.66,57
2026-09-01T00:00:22.190580+00:00,btc-updown-5m-1788221100,5,4014856,34032017883319592760329746567912241864397552921018279189127135707747225244595,2026-09-01T00:05:00+00:00,2026-09-01T00:10:00+00:00,9.63,0.5,0.51,0.505,0.01,106.0,234.0,83
2026-09-01T00:00:22.190580+00:00,btc-updown-15m-1788220800,15,4014813,83711706642302701054654087172482322301902597787432068179326906096707976108656,2026-09-01T00:00:00+00:00,2026-09-01T00:15:00+00:00,14.63,0.46,0.54,0.5,0.08,6.52,6.52,26
2026-09-01T00:00:22.190580+00:00,btc-updown-15m-1788221700,15,4014908,41798335350469140746794744629395993457659061282782986314473064332916507863888,2026-09-01T00:15:00+00:00,2026-09-01T00:30:00+00:00,29.63,0.49,0.51,0.5,0.02,75.68,75.68,69
2026-09-01T00:01:23.284751+00:00,btc-updown-5m-1788220800,5,4014833,106859506133592260564313288776991486203818201879517576600167372673057285330993,2026-09-01T00:00:00+00:00,2026-09-01T00:05:00+00:00,3.62,0.5,0.51,0.505,0.01,100.02,298.66,57
2026-09-01T00:01:23.284751+00:00,btc-updown-5m-1788221100,5,4014856,34032017883319592760329746567912241864397552921018279189127135707747225244595,2026-09-01T00:05:00+00:00,2026-09-01T00:10:00+00:00,8.62,0.5,0.51,0.505,0.01,106.0,234.0,83
2026-09-01T00:01:23.284751+00:00,btc-updown-15m-1788220800,15,4014813,83711706642302701054654087172482322301902597787432068179326906096707976108656,2026-09-01T00:00:00+00:00,2026-09-01T00:15:00+00:00,13.62,0.46,0.54,0.5,0.08,6.52,6.52,26
2026-09-01T00:01:23.284751+00:00,btc-updown-15m-1788221700,15,4014908,41798335350469140746794744629395993457659061282782986314473064332916507863888,2026-09-01T00:15:00+00:00,2026-09-01T00:30:00+00:00,28.62,0.49,0.51,0.5,0.02,75.68,75.68,69
2026-09-01T00:02:24.348177+00:00,btc-updown-5m-1788220800,5,4014833,106859506133592260564313288776991486203818201879517576600167372673057285330993,2026-09-01T00:00:00+00:00,2026-09-01T00:05:00+00:00,2.6,0.5,0.51,0.505,0.01,100.02,298.66,57
2026-09-01T00:02:24.348177+00:00,btc-updown-5m-1788221100,5,4014856,34032017883319592760329746567912241864397552921018279189127135707747225244595,2026-09-01T00:05:00+00:00,2026-09-01T00:10:00+00:00,7.6,0.5,0.51,0.505,0.01,106.0,234.0,81
2026-09-01T00:02:24.348177+00:00,btc-updown-15m-1788220800,15,4014813,83711706642302701054654087172482322301902597787432068179326906096707976108656,2026-09-01T00:00:00+00:00,2026-09-01T00:15:00+00:00,12.6,0.46,0.54,0.5,0.08,6.52,6.52,24
2026-09-01T00:02:24.348177+00:00,btc-updown-15m-1788221700,15,4014908,41798335350469140746794744629395993457659061282782986314473064332916507863888,2026-09-01T00:15:00+00:00,2026-09-01T00:30:00+00:00,27.6,0.49,0.51,0.5,0.02,75.68,75.68,69
2026-09-01T00:03:25.379273+00:00,btc-updown-5m-1788220800,5,4014833,106859506133592260564313288776991486203818201879517576600167372673057285330993,2026-09-01T00:00:00+00:00,2026-09-01T00:05:00+00:00,1.58,0.5,0.51,0.505,0.01,100.02,298.66,57
2026-09-01T00:03:25.379273+00:00,btc-updown-5m-1788221100,5,4014856,34032017883319592760329746567912241864397552921018279189127135707747225244595,2026-09-01T00:05:00+00:00,2026-09-01T00:10:00+00:00,6.58,0.5,0.51,0.505,0.01,106.0,234.0,81
2026-09-01T00:03:25.379273+00:00,btc-updown-15m-1788220800,15,4014813,83711706642302701054654087172482322301902597787432068179326906096707976108656,2026-09-01T00:00:00+00:00,2026-09-01T00:15:00+00:00,11.58,0.46,0.54,0.5,0.08,6.52,6.52,24
2026-09-01T00:03:25.379273+00:00,btc-updown-15m-1788221700,15,4014908,41798335350469140746794744629395993457659061282782986314473064332916507863888,2026-09-01T00:15:00+00:00,2026-09-01T00:30:00+00:00,26.58,0.49,0.51,0.5,0.02,75.68,75.68,69
2026-09-01T00:04:26.365169+00:00,btc-updown-5m-1788220800,5,4014833,106859506133592260564313288776991486203818201879517576600167372673057285330993,2026-09-01T00:00:00+00:00,2026-09-01T00:05:00+00:00,0.57,0.5,0.51,0.505,0.01,100.02,298.66,57
2026-09-01T00:04:26.365169+00:00,btc-updown-5m-1788221100,5,4014856,34032017883319592760329746567912241864397552921018279189127135707747225244595,2026-09-01T00:05:00+00:00,2026-09-01T00:10:00+00:00,5.57,0.5,0.51,0.505,0.01,100.0,228.0,39
2026-09-01T00:04:26.365169+00:00,btc-updown-15m-1788220800,15,4014813,83711706642302701054654087172482322301902597787432068179326906096707976108656,2026-09-01T00:00:00+00:00,2026-09-01T00:15:00+00:00,10.57,0.46,0.54,0.5,0.08,6.52,6.52,24
2026-09-01T00:04:26.365169+00:00,btc-updown-15m-1788221700,15,4014908,41798335350469140746794744629395993457659061282782986314473064332916507863888,2026-09-01T00:15:00+00:00,2026-09-01T00:30:00+00:00,25.57,0.49,0.51,0.5,0.02,75.68,75.68,69
2026-09-01T00:05:27.436933+00:00,btc-updown-5m-1788221100,5,4014856,34032017883319592760329746567912241864397552921018279189127135707747225244595,2026-09-01T00:05:00+00:00,2026-09-01T00:10:00+00:00,4.55,0.5,0.51,0.505,0.01,100.0,228.0,27
2026-09-01T00:05:27.436933+00:00,btc-updown-5m-1788221400,5,4014870,60487370183442025735965944880997444818442916600308218842572159215066094369345,2026-09-01T00:10:00+00:00,2026-09-01T00:15:00+00:00,9.55,0.5,0.51,0.505,0.01,111.66,323.69,93
