captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-14T05:20:12.328798+00:00,btc-updown-5m-1786684800,5,3558497,112474292751098993489486025623013097895897182347825929108056903065814738009812,2026-08-14T05:20:00+00:00,2026-08-14T05:25:00+00:00,4.8,0.31,0.32,0.315,0.01,139.48,539.58,99
2026-08-14T05:20:12.328798+00:00,btc-updown-5m-1786685100,5,3558527,51278025665203635020682535356919340577982847701830930931751961018639309612325,2026-08-14T05:25:00+00:00,2026-08-14T05:30:00+00:00,9.8,0.5,0.51,0.505,0.01,434.31,93.49,99
2026-08-14T05:20:12.328798+00:00,btc-updown-15m-1786684500,15,3558469,6792705781708956366932843694551017540368357556176514051421372579848599384828,2026-08-14T05:15:00+00:00,2026-08-14T05:30:00+00:00,9.8,0.31,0.32,0.315,0.01,65.36,66.88,98
2026-08-14T05:20:12.328798+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,24.8,0.52,0.53,0.525,0.01,50.0,482.77,83
2026-08-14T05:21:13.305143+00:00,btc-updown-5m-1786684800,5,3558497,112474292751098993489486025623013097895897182347825929108056903065814738009812,2026-08-14T05:20:00+00:00,2026-08-14T05:25:00+00:00,3.78,0.43,0.44,0.435,0.01,39.5,110.2,99
2026-08-14T05:21:13.305143+00:00,btc-updown-5m-1786685100,5,3558527,51278025665203635020682535356919340577982847701830930931751961018639309612325,2026-08-14T05:25:00+00:00,2026-08-14T05:30:00+00:00,8.78,0.51,0.52,0.515,0.01,357.96,230.42,99
2026-08-14T05:21:13.305143+00:00,btc-updown-15m-1786684500,15,3558469,6792705781708956366932843694551017540368357556176514051421372579848599384828,2026-08-14T05:15:00+00:00,2026-08-14T05:30:00+00:00,8.78,0.42,0.43,0.425,0.01,471.6,25.66,99
2026-08-14T05:21:13.305143+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,23.78,0.52,0.53,0.525,0.01,50.0,482.77,83
2026-08-14T05:22:14.192714+00:00,btc-updown-5m-1786684800,5,3558497,112474292751098993489486025623013097895897182347825929108056903065814738009812,2026-08-14T05:20:00+00:00,2026-08-14T05:25:00+00:00,2.77,0.93,0.94,0.935,0.01,80.39,105.12,99
2026-08-14T05:22:14.192714+00:00,btc-updown-5m-1786685100,5,3558527,51278025665203635020682535356919340577982847701830930931751961018639309612325,2026-08-14T05:25:00+00:00,2026-08-14T05:30:00+00:00,7.77,0.51,0.52,0.515,0.01,350.69,277.26,99
2026-08-14T05:22:14.192714+00:00,btc-updown-15m-1786684500,15,3558469,6792705781708956366932843694551017540368357556176514051421372579848599384828,2026-08-14T05:15:00+00:00,2026-08-14T05:30:00+00:00,7.77,0.7,0.71,0.705,0.01,103.54,132.76,99
2026-08-14T05:22:14.192714+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,22.77,0.52,0.53,0.525,0.01,242.31,642.77,82
2026-08-14T05:23:15.078197+00:00,btc-updown-5m-1786684800,5,3558497,112474292751098993489486025623013097895897182347825929108056903065814738009812,2026-08-14T05:20:00+00:00,2026-08-14T05:25:00+00:00,1.75,0.3,0.31,0.305,0.01,134.6,447.39,99
2026-08-14T05:23:15.078197+00:00,btc-updown-5m-1786685100,5,3558527,51278025665203635020682535356919340577982847701830930931751961018639309612325,2026-08-14T05:25:00+00:00,2026-08-14T05:30:00+00:00,6.75,0.5,0.51,0.505,0.01,154.37,128.4,99
2026-08-14T05:23:15.078197+00:00,btc-updown-15m-1786684500,15,3558469,6792705781708956366932843694551017540368357556176514051421372579848599384828,2026-08-14T05:15:00+00:00,2026-08-14T05:30:00+00:00,6.75,0.31,0.32,0.315,0.01,128.64,46.45,99
2026-08-14T05:23:15.078197+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,21.75,0.52,0.53,0.525,0.01,242.31,522.77,83
2026-08-14T05:24:15.960357+00:00,btc-updown-5m-1786685100,5,3558527,51278025665203635020682535356919340577982847701830930931751961018639309612325,2026-08-14T05:25:00+00:00,2026-08-14T05:30:00+00:00,5.75,0.51,0.52,0.515,0.01,18.41,419.0,93
2026-08-14T05:24:15.960357+00:00,btc-updown-15m-1786684500,15,3558469,6792705781708956366932843694551017540368357556176514051421372579848599384828,2026-08-14T05:15:00+00:00,2026-08-14T05:30:00+00:00,5.75,0.1,0.11,0.105,0.01,861.79,114.87,99
2026-08-14T05:24:15.960357+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,20.75,0.52,0.53,0.525,0.01,251.74,300.56,88
2026-08-14T05:25:16.739502+00:00,btc-updown-5m-1786685100,5,3558527,51278025665203635020682535356919340577982847701830930931751961018639309612325,2026-08-14T05:25:00+00:00,2026-08-14T05:30:00+00:00,4.73,0.68,0.69,0.685,0.01,433.61,85.38,99
2026-08-14T05:25:16.739502+00:00,btc-updown-5m-1786685400,5,3558546,37710853295678906712691109784068192438589070660711194072728941569606444252255,2026-08-14T05:30:00+00:00,2026-08-14T05:35:00+00:00,9.73,0.54,0.55,0.545,0.01,25.13,82.13,99
2026-08-14T05:25:16.739502+00:00,btc-updown-15m-1786684500,15,3558469,6792705781708956366932843694551017540368357556176514051421372579848599384828,2026-08-14T05:15:00+00:00,2026-08-14T05:30:00+00:00,4.73,0.15,0.16,0.155,0.01,202.24,23.98,99
2026-08-14T05:25:16.739502+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,19.73,0.53,0.54,0.535,0.01,334.88,285.0,87
2026-08-14T05:26:17.645718+00:00,btc-updown-5m-1786685100,5,3558527,51278025665203635020682535356919340577982847701830930931751961018639309612325,2026-08-14T05:25:00+00:00,2026-08-14T05:30:00+00:00,3.72,0.82,0.83,0.825,0.01,194.76,330.44,99
2026-08-14T05:26:17.645718+00:00,btc-updown-5m-1786685400,5,3558546,37710853295678906712691109784068192438589070660711194072728941569606444252255,2026-08-14T05:30:00+00:00,2026-08-14T05:35:00+00:00,8.72,0.53,0.54,0.535,0.01,99.05,270.87,99
2026-08-14T05:26:17.645718+00:00,btc-updown-15m-1786684500,15,3558469,6792705781708956366932843694551017540368357556176514051421372579848599384828,2026-08-14T05:15:00+00:00,2026-08-14T05:30:00+00:00,3.72,0.19,0.2,0.195,0.01,194.79,28.26,99
2026-08-14T05:26:17.645718+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,18.72,0.53,0.54,0.535,0.01,38.08,493.35,92
2026-08-14T05:27:18.532905+00:00,btc-updown-5m-1786685100,5,3558527,51278025665203635020682535356919340577982847701830930931751961018639309612325,2026-08-14T05:25:00+00:00,2026-08-14T05:30:00+00:00,2.7,0.97,0.98,0.975,0.01,435.9,610.32,99
2026-08-14T05:27:18.532905+00:00,btc-updown-5m-1786685400,5,3558546,37710853295678906712691109784068192438589070660711194072728941569606444252255,2026-08-14T05:30:00+00:00,2026-08-14T05:35:00+00:00,7.7,0.53,0.54,0.535,0.01,99.05,291.48,99
2026-08-14T05:27:18.532905+00:00,btc-updown-15m-1786684500,15,3558469,6792705781708956366932843694551017540368357556176514051421372579848599384828,2026-08-14T05:15:00+00:00,2026-08-14T05:30:00+00:00,2.7,0.33,0.34,0.335,0.01,77.0,157.0,94
2026-08-14T05:27:18.532905+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,17.7,0.53,0.54,0.535,0.01,249.14,313.04,94
2026-08-14T05:28:19.415545+00:00,btc-updown-5m-1786685100,5,3558527,51278025665203635020682535356919340577982847701830930931751961018639309612325,2026-08-14T05:25:00+00:00,2026-08-14T05:30:00+00:00,1.68,0.96,0.97,0.965,0.01,266.03,87.81,99
2026-08-14T05:28:19.415545+00:00,btc-updown-5m-1786685400,5,3558546,37710853295678906712691109784068192438589070660711194072728941569606444252255,2026-08-14T05:30:00+00:00,2026-08-14T05:35:00+00:00,6.68,0.53,0.54,0.535,0.01,109.05,282.22,99
2026-08-14T05:28:19.415545+00:00,btc-updown-15m-1786684500,15,3558469,6792705781708956366932843694551017540368357556176514051421372579848599384828,2026-08-14T05:15:00+00:00,2026-08-14T05:30:00+00:00,1.68,0.23,0.24,0.235,0.01,47.52,69.0,89
2026-08-14T05:28:19.415545+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,16.68,0.53,0.54,0.535,0.01,53.33,428.76,94
2026-08-14T05:29:20.306707+00:00,btc-updown-5m-1786685400,5,3558546,37710853295678906712691109784068192438589070660711194072728941569606444252255,2026-08-14T05:30:00+00:00,2026-08-14T05:35:00+00:00,5.67,0.53,0.54,0.535,0.01,89.36,387.26,93
2026-08-14T05:29:20.306707+00:00,btc-updown-15m-1786684500,15,3558469,6792705781708956366932843694551017540368357556176514051421372579848599384828,2026-08-14T05:15:00+00:00,2026-08-14T05:30:00+00:00,0.67,0.01,0.02,0.015,0.01,846.49,247.54,31
2026-08-14T05:29:20.306707+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,15.67,0.52,0.53,0.525,0.01,139.56,36.47,85
2026-08-14T05:30:21.083036+00:00,btc-updown-5m-1786685400,5,3558546,37710853295678906712691109784068192438589070660711194072728941569606444252255,2026-08-14T05:30:00+00:00,2026-08-14T05:35:00+00:00,4.65,0.37,0.38,0.375,0.01,222.0,135.0,99
2026-08-14T05:30:21.083036+00:00,btc-updown-5m-1786685700,5,3558602,3009326043574731552359779226261049521238173827143972008934445463746596818040,2026-08-14T05:35:00+00:00,2026-08-14T05:40:00+00:00,9.65,0.5,0.51,0.505,0.01,423.31,284.24,99
2026-08-14T05:30:21.083036+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,14.65,0.48,0.49,0.485,0.01,125.75,80.0,87
2026-08-14T05:30:21.083036+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,29.65,0.5,0.51,0.505,0.01,462.51,295.0,80
2026-08-14T05:31:21.981104+00:00,btc-updown-5m-1786685400,5,3558546,37710853295678906712691109784068192438589070660711194072728941569606444252255,2026-08-14T05:30:00+00:00,2026-08-14T05:35:00+00:00,3.65,0.53,0.54,0.535,0.01,459.21,36.96,99
2026-08-14T05:31:21.981104+00:00,btc-updown-5m-1786685700,5,3558602,3009326043574731552359779226261049521238173827143972008934445463746596818040,2026-08-14T05:35:00+00:00,2026-08-14T05:40:00+00:00,8.65,0.52,0.53,0.525,0.01,33.99,542.51,99
2026-08-14T05:31:21.981104+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,13.65,0.55,0.56,0.555,0.01,133.0,19.88,99
2026-08-14T05:31:21.981104+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,28.65,0.5,0.51,0.505,0.01,392.51,295.0,79
2026-08-14T05:32:22.857997+00:00,btc-updown-5m-1786685400,5,3558546,37710853295678906712691109784068192438589070660711194072728941569606444252255,2026-08-14T05:30:00+00:00,2026-08-14T05:35:00+00:00,2.63,0.76,0.77,0.765,0.01,61.57,346.23,96
2026-08-14T05:32:22.857997+00:00,btc-updown-5m-1786685700,5,3558602,3009326043574731552359779226261049521238173827143972008934445463746596818040,2026-08-14T05:35:00+00:00,2026-08-14T05:40:00+00:00,7.63,0.51,0.52,0.515,0.01,269.39,470.0,99
2026-08-14T05:32:22.857997+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,12.63,0.59,0.6,0.595,0.01,90.0,2913.1,99
2026-08-14T05:32:22.857997+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,27.63,0.5,0.51,0.505,0.01,371.51,266.0,79
2026-08-14T05:33:23.744283+00:00,btc-updown-5m-1786685400,5,3558546,37710853295678906712691109784068192438589070660711194072728941569606444252255,2026-08-14T05:30:00+00:00,2026-08-14T05:35:00+00:00,1.62,0.95,0.96,0.955,0.01,59.48,473.34,99
2026-08-14T05:33:23.744283+00:00,btc-updown-5m-1786685700,5,3558602,3009326043574731552359779226261049521238173827143972008934445463746596818040,2026-08-14T05:35:00+00:00,2026-08-14T05:40:00+00:00,6.62,0.51,0.52,0.515,0.01,53.06,510.38,99
2026-08-14T05:33:23.744283+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,11.62,0.68,0.69,0.685,0.01,79.0,2522.58,99
2026-08-14T05:33:23.744283+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,26.62,0.5,0.51,0.505,0.01,321.51,266.0,79
2026-08-14T05:34:24.641875+00:00,btc-updown-5m-1786685700,5,3558602,3009326043574731552359779226261049521238173827143972008934445463746596818040,2026-08-14T05:35:00+00:00,2026-08-14T05:40:00+00:00,5.6,0.5,0.51,0.505,0.01,71.59,165.4,93
2026-08-14T05:34:24.641875+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,10.6,0.65,0.66,0.655,0.01,119.02,5.0,98
2026-08-14T05:34:24.641875+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,25.6,0.5,0.51,0.505,0.01,332.51,246.0,89
2026-08-14T05:35:25.430382+00:00,btc-updown-5m-1786685700,5,3558602,3009326043574731552359779226261049521238173827143972008934445463746596818040,2026-08-14T05:35:00+00:00,2026-08-14T05:40:00+00:00,4.58,0.32,0.33,0.325,0.01,542.88,18.82,99
2026-08-14T05:35:25.430382+00:00,btc-updown-5m-1786686000,5,3558701,20987486628431129586173100985637648225507663562286053757967167416687585093746,2026-08-14T05:40:00+00:00,2026-08-14T05:45:00+00:00,9.58,0.5,0.51,0.505,0.01,149.0,644.45,99
2026-08-14T05:35:25.430382+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,9.58,0.58,0.59,0.585,0.01,52.76,5.0,98
2026-08-14T05:35:25.430382+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,24.58,0.5,0.51,0.505,0.01,332.51,281.0,91
2026-08-14T05:36:26.351268+00:00,btc-updown-5m-1786685700,5,3558602,3009326043574731552359779226261049521238173827143972008934445463746596818040,2026-08-14T05:35:00+00:00,2026-08-14T05:40:00+00:00,3.57,0.59,0.6,0.595,0.01,32.03,196.72,98
2026-08-14T05:36:26.351268+00:00,btc-updown-5m-1786686000,5,3558701,20987486628431129586173100985637648225507663562286053757967167416687585093746,2026-08-14T05:40:00+00:00,2026-08-14T05:45:00+00:00,8.57,0.5,0.51,0.505,0.01,109.0,594.45,99
2026-08-14T05:36:26.351268+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,8.57,0.68,0.69,0.685,0.01,11.38,733.0,98
2026-08-14T05:36:26.351268+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,23.57,0.5,0.51,0.505,0.01,322.51,291.0,91
2026-08-14T05:37:27.276548+00:00,btc-updown-5m-1786685700,5,3558602,3009326043574731552359779226261049521238173827143972008934445463746596818040,2026-08-14T05:35:00+00:00,2026-08-14T05:40:00+00:00,2.55,0.81,0.82,0.815,0.01,110.29,96.0,99
2026-08-14T05:37:27.276548+00:00,btc-updown-5m-1786686000,5,3558701,20987486628431129586173100985637648225507663562286053757967167416687585093746,2026-08-14T05:40:00+00:00,2026-08-14T05:45:00+00:00,7.55,0.5,0.51,0.505,0.01,79.0,528.56,99
2026-08-14T05:37:27.276548+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,7.55,0.77,0.78,0.775,0.01,220.73,80.0,98
2026-08-14T05:37:27.276548+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,22.55,0.5,0.51,0.505,0.01,322.51,99.0,91
2026-08-14T05:38:28.164912+00:00,btc-updown-5m-1786685700,5,3558602,3009326043574731552359779226261049521238173827143972008934445463746596818040,2026-08-14T05:35:00+00:00,2026-08-14T05:40:00+00:00,1.53,0.75,0.76,0.755,0.01,257.73,75.32,99
2026-08-14T05:38:28.164912+00:00,btc-updown-5m-1786686000,5,3558701,20987486628431129586173100985637648225507663562286053757967167416687585093746,2026-08-14T05:40:00+00:00,2026-08-14T05:45:00+00:00,6.53,0.5,0.51,0.505,0.01,65.0,538.56,99
2026-08-14T05:38:28.164912+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,6.53,0.74,0.75,0.745,0.01,44.64,42.0,98
2026-08-14T05:38:28.164912+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,21.53,0.5,0.51,0.505,0.01,326.51,293.08,91
2026-08-14T05:39:29.056192+00:00,btc-updown-5m-1786686000,5,3558701,20987486628431129586173100985637648225507663562286053757967167416687585093746,2026-08-14T05:40:00+00:00,2026-08-14T05:45:00+00:00,5.52,0.49,0.5,0.495,0.01,200.03,330.31,92
2026-08-14T05:39:29.056192+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,5.52,0.8,0.81,0.805,0.01,3430.05,99.92,98
2026-08-14T05:39:29.056192+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,20.52,0.5,0.51,0.505,0.01,316.51,303.08,93
2026-08-14T05:40:29.870794+00:00,btc-updown-5m-1786686000,5,3558701,20987486628431129586173100985637648225507663562286053757967167416687585093746,2026-08-14T05:40:00+00:00,2026-08-14T05:45:00+00:00,4.52,0.49,0.5,0.495,0.01,73.0,246.33,99
2026-08-14T05:40:29.870794+00:00,btc-updown-5m-1786686300,5,3558719,87388671965568867858792544963143594714968326454331371180246553776219416899042,2026-08-14T05:45:00+00:00,2026-08-14T05:50:00+00:00,9.52,0.5,0.51,0.505,0.01,249.52,622.72,99
2026-08-14T05:40:29.870794+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,4.52,0.8,0.81,0.805,0.01,105.11,20.0,98
2026-08-14T05:40:29.870794+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,19.52,0.5,0.51,0.505,0.01,231.51,253.68,93
2026-08-14T05:41:30.780918+00:00,btc-updown-5m-1786686000,5,3558701,20987486628431129586173100985637648225507663562286053757967167416687585093746,2026-08-14T05:40:00+00:00,2026-08-14T05:45:00+00:00,3.5,0.7,0.71,0.705,0.01,56.0,301.99,99
2026-08-14T05:41:30.780918+00:00,btc-updown-5m-1786686300,5,3558719,87388671965568867858792544963143594714968326454331371180246553776219416899042,2026-08-14T05:45:00+00:00,2026-08-14T05:50:00+00:00,8.5,0.5,0.51,0.505,0.01,249.52,634.2,99
2026-08-14T05:41:30.780918+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,3.5,0.92,0.93,0.925,0.01,65.41,75.6,99
2026-08-14T05:41:30.780918+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,18.5,0.5,0.51,0.505,0.01,321.51,313.68,94
2026-08-14T05:42:31.666063+00:00,btc-updown-5m-1786686000,5,3558701,20987486628431129586173100985637648225507663562286053757967167416687585093746,2026-08-14T05:40:00+00:00,2026-08-14T05:45:00+00:00,2.48,0.87,0.88,0.875,0.01,70.97,235.75,99
2026-08-14T05:42:31.666063+00:00,btc-updown-5m-1786686300,5,3558719,87388671965568867858792544963143594714968326454331371180246553776219416899042,2026-08-14T05:45:00+00:00,2026-08-14T05:50:00+00:00,7.48,0.5,0.51,0.505,0.01,259.52,584.72,99
2026-08-14T05:42:31.666063+00:00,btc-updown-15m-1786685400,15,3558551,73302724614774538856256949915546283936585357074161966602989025591107594044074,2026-08-14T05:30:00+00:00,2026-08-14T05:45:00+00:00,2.48,0.97,0.98,0.975,0.01,145.96,103.55,99
2026-08-14T05:42:31.666063+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,17.48,0.5,0.51,0.505,0.01,271.51,383.68,94
2026-08-14T05:43:32.567254+00:00,btc-updown-5m-1786686000,5,3558701,20987486628431129586173100985637648225507663562286053757967167416687585093746,2026-08-14T05:40:00+00:00,2026-08-14T05:45:00+00:00,1.47,0.92,0.93,0.925,0.01,115.0,191.11,99
2026-08-14T05:43:32.567254+00:00,btc-updown-5m-1786686300,5,3558719,87388671965568867858792544963143594714968326454331371180246553776219416899042,2026-08-14T05:45:00+00:00,2026-08-14T05:50:00+00:00,6.47,0.48,0.49,0.485,0.01,65.0,276.36,99
2026-08-14T05:43:32.567254+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,16.47,0.5,0.51,0.505,0.01,242.97,359.46,94
2026-08-14T05:44:33.352907+00:00,btc-updown-5m-1786686000,5,3558701,20987486628431129586173100985637648225507663562286053757967167416687585093746,2026-08-14T05:40:00+00:00,2026-08-14T05:45:00+00:00,0.45,0.85,0.86,0.855,0.01,50.0,58.81,88
2026-08-14T05:44:33.352907+00:00,btc-updown-5m-1786686300,5,3558719,87388671965568867858792544963143594714968326454331371180246553776219416899042,2026-08-14T05:45:00+00:00,2026-08-14T05:50:00+00:00,5.45,0.47,0.49,0.48,0.02,20.0,243.44,89
2026-08-14T05:44:33.352907+00:00,btc-updown-15m-1786686300,15,3558721,35402013673252738359841579380366319019401472647899399347195511393405734076783,2026-08-14T05:45:00+00:00,2026-08-14T06:00:00+00:00,15.45,0.5,0.51,0.505,0.01,80.7,109.59,82
2026-08-14T05:45:34.157139+00:00,btc-updown-5m-1786686300,5,3558719,87388671965568867858792544963143594714968326454331371180246553776219416899042,2026-08-14T05:45:00+00:00,2026-08-14T05:50:00+00:00,4.43,0.39,0.4,0.395,0.01,6.0,446.53,99
2026-08-14T05:45:34.157139+00:00,btc-updown-5m-1786686600,5,3558746,10502993923254705542784853223794683423571487606353670223614469940663138031671,2026-08-14T05:50:00+00:00,2026-08-14T05:55:00+00:00,9.43,0.5,0.51,0.505,0.01,269.11,637.49,99
