captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-12T02:43:46.397965+00:00,btc-updown-5m-1786502400,5,3505540,67776166851893659000809210244872712169029426504894512176267426980770935619527,2026-08-12T02:40:00+00:00,2026-08-12T02:45:00+00:00,1.23,0.14,0.15,0.145,0.01,80.0,265.23,99
2026-08-12T02:43:46.397965+00:00,btc-updown-5m-1786502700,5,3505555,97126033785855955071657300400770654361861930927065299272522759109802481335652,2026-08-12T02:45:00+00:00,2026-08-12T02:50:00+00:00,6.23,0.5,0.51,0.505,0.01,356.54,688.65,99
2026-08-12T02:43:46.397965+00:00,btc-updown-15m-1786501800,15,3505445,9494384209166024198308835261860017402652021506791594328373744751016121206088,2026-08-12T02:30:00+00:00,2026-08-12T02:45:00+00:00,1.23,0.001,0.002,0.0015,0.001,248.0,3450.2,117
2026-08-12T02:43:46.397965+00:00,btc-updown-15m-1786502700,15,3505544,59893225428941984367023646898024783331989719208159575315451759719386454878190,2026-08-12T02:45:00+00:00,2026-08-12T03:00:00+00:00,16.23,0.46,0.47,0.465,0.01,1061.63,61.25,91
2026-08-12T02:44:47.513624+00:00,btc-updown-5m-1786502700,5,3505555,97126033785855955071657300400770654361861930927065299272522759109802481335652,2026-08-12T02:45:00+00:00,2026-08-12T02:50:00+00:00,5.22,0.5,0.51,0.505,0.01,156.66,112.18,99
2026-08-12T02:44:47.513624+00:00,btc-updown-15m-1786502700,15,3505544,59893225428941984367023646898024783331989719208159575315451759719386454878190,2026-08-12T02:45:00+00:00,2026-08-12T03:00:00+00:00,15.22,0.46,0.47,0.465,0.01,592.5,61.25,74
2026-08-12T02:45:48.253643+00:00,btc-updown-5m-1786502700,5,3505555,97126033785855955071657300400770654361861930927065299272522759109802481335652,2026-08-12T02:45:00+00:00,2026-08-12T02:50:00+00:00,4.2,0.52,0.53,0.525,0.01,45.31,264.63,99
2026-08-12T02:45:48.253643+00:00,btc-updown-5m-1786503000,5,3505561,17226072710308885810372361129520136645771301102353536724948828787103654139159,2026-08-12T02:50:00+00:00,2026-08-12T02:55:00+00:00,9.2,0.5,0.51,0.505,0.01,481.53,760.34,99
2026-08-12T02:45:48.253643+00:00,btc-updown-15m-1786502700,15,3505544,59893225428941984367023646898024783331989719208159575315451759719386454878190,2026-08-12T02:45:00+00:00,2026-08-12T03:00:00+00:00,14.2,0.53,0.54,0.535,0.01,140.0,399.0,99
2026-08-12T02:45:48.253643+00:00,btc-updown-15m-1786503600,15,3505589,43160705439172457826124988135561327238219870653546409282971231320016754364844,2026-08-12T03:00:00+00:00,2026-08-12T03:15:00+00:00,29.2,0.49,0.5,0.495,0.01,579.31,71.0,90
2026-08-12T02:46:49.201116+00:00,btc-updown-5m-1786502700,5,3505555,97126033785855955071657300400770654361861930927065299272522759109802481335652,2026-08-12T02:45:00+00:00,2026-08-12T02:50:00+00:00,3.18,0.36,0.37,0.365,0.01,224.18,93.52,99
2026-08-12T02:46:49.201116+00:00,btc-updown-5m-1786503000,5,3505561,17226072710308885810372361129520136645771301102353536724948828787103654139159,2026-08-12T02:50:00+00:00,2026-08-12T02:55:00+00:00,8.18,0.5,0.51,0.505,0.01,496.53,715.34,99
2026-08-12T02:46:49.201116+00:00,btc-updown-15m-1786502700,15,3505544,59893225428941984367023646898024783331989719208159575315451759719386454878190,2026-08-12T02:45:00+00:00,2026-08-12T03:00:00+00:00,13.18,0.44,0.45,0.445,0.01,16.0,367.0,99
