captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-09-15T00:00:09.020265+00:00,btc-updown-5m-1789430400,5,4544398,60769137104875193313335980911995658213316658568386891145912756264718746562517,2026-09-15T00:00:00+00:00,2026-09-15T00:05:00+00:00,4.85,0.48,0.49,0.485,0.01,169.43,662.99,99
2026-09-15T00:00:09.020265+00:00,btc-updown-5m-1789430700,5,4544439,61171414301724099308844205794503545539495972802281574464906930028165890522434,2026-09-15T00:05:00+00:00,2026-09-15T00:10:00+00:00,9.85,0.5,0.51,0.505,0.01,320.82,661.56,99
2026-09-15T00:00:09.020265+00:00,btc-updown-15m-1789430400,15,4544410,106213528007743026778319280434751603800158894149799436944811710570470881218429,2026-09-15T00:00:00+00:00,2026-09-15T00:15:00+00:00,14.85,0.52,0.53,0.525,0.01,219.4,704.79,99
2026-09-15T00:00:09.020265+00:00,btc-updown-15m-1789431300,15,4544459,93029978868481094339906549001539122969338063750027809361805630895169850453484,2026-09-15T00:15:00+00:00,2026-09-15T00:30:00+00:00,29.85,0.52,0.53,0.525,0.01,479.19,293.19,91
2026-09-15T00:01:10.149605+00:00,btc-updown-5m-1789430400,5,4544398,60769137104875193313335980911995658213316658568386891145912756264718746562517,2026-09-15T00:00:00+00:00,2026-09-15T00:05:00+00:00,3.83,0.56,0.57,0.565,0.01,411.27,50.0,99
2026-09-15T00:01:10.149605+00:00,btc-updown-5m-1789430700,5,4544439,61171414301724099308844205794503545539495972802281574464906930028165890522434,2026-09-15T00:05:00+00:00,2026-09-15T00:10:00+00:00,8.83,0.5,0.51,0.505,0.01,378.82,522.37,99
2026-09-15T00:01:10.149605+00:00,btc-updown-15m-1789430400,15,4544410,106213528007743026778319280434751603800158894149799436944811710570470881218429,2026-09-15T00:00:00+00:00,2026-09-15T00:15:00+00:00,13.83,0.52,0.53,0.525,0.01,302.38,78.6,93
2026-09-15T00:01:10.149605+00:00,btc-updown-15m-1789431300,15,4544459,93029978868481094339906549001539122969338063750027809361805630895169850453484,2026-09-15T00:15:00+00:00,2026-09-15T00:30:00+00:00,28.83,0.52,0.53,0.525,0.01,1277.86,249.04,92
2026-09-15T00:02:11.307763+00:00,btc-updown-5m-1789430400,5,4544398,60769137104875193313335980911995658213316658568386891145912756264718746562517,2026-09-15T00:00:00+00:00,2026-09-15T00:05:00+00:00,2.82,0.86,0.88,0.87,0.02,188.99,224.0,98
2026-09-15T00:02:11.307763+00:00,btc-updown-5m-1789430700,5,4544439,61171414301724099308844205794503545539495972802281574464906930028165890522434,2026-09-15T00:05:00+00:00,2026-09-15T00:10:00+00:00,7.82,0.5,0.51,0.505,0.01,383.82,520.15,99
2026-09-15T00:02:11.307763+00:00,btc-updown-15m-1789430400,15,4544410,106213528007743026778319280434751603800158894149799436944811710570470881218429,2026-09-15T00:00:00+00:00,2026-09-15T00:15:00+00:00,12.82,0.7,0.71,0.705,0.01,313.0,280.18,88
2026-09-15T00:02:11.307763+00:00,btc-updown-15m-1789431300,15,4544459,93029978868481094339906549001539122969338063750027809361805630895169850453484,2026-09-15T00:15:00+00:00,2026-09-15T00:30:00+00:00,27.82,0.52,0.53,0.525,0.01,1277.86,249.04,92
2026-09-15T00:03:12.495484+00:00,btc-updown-5m-1789430400,5,4544398,60769137104875193313335980911995658213316658568386891145912756264718746562517,2026-09-15T00:00:00+00:00,2026-09-15T00:05:00+00:00,1.8,0.9,0.91,0.905,0.01,203.0,692.64,99
2026-09-15T00:03:12.495484+00:00,btc-updown-5m-1789430700,5,4544439,61171414301724099308844205794503545539495972802281574464906930028165890522434,2026-09-15T00:05:00+00:00,2026-09-15T00:10:00+00:00,6.8,0.5,0.51,0.505,0.01,109.82,340.15,99
2026-09-15T00:03:12.495484+00:00,btc-updown-15m-1789430400,15,4544410,106213528007743026778319280434751603800158894149799436944811710570470881218429,2026-09-15T00:00:00+00:00,2026-09-15T00:15:00+00:00,11.8,0.62,0.63,0.625,0.01,340.66,48.33,87
2026-09-15T00:03:12.495484+00:00,btc-updown-15m-1789431300,15,4544459,93029978868481094339906549001539122969338063750027809361805630895169850453484,2026-09-15T00:15:00+00:00,2026-09-15T00:30:00+00:00,26.8,0.52,0.53,0.525,0.01,1177.86,249.04,92
2026-09-15T00:04:13.644356+00:00,btc-updown-5m-1789430700,5,4544439,61171414301724099308844205794503545539495972802281574464906930028165890522434,2026-09-15T00:05:00+00:00,2026-09-15T00:10:00+00:00,5.78,0.5,0.51,0.505,0.01,170.02,126.78,99
2026-09-15T00:04:13.644356+00:00,btc-updown-15m-1789430400,15,4544410,106213528007743026778319280434751603800158894149799436944811710570470881218429,2026-09-15T00:00:00+00:00,2026-09-15T00:15:00+00:00,10.78,0.68,0.69,0.685,0.01,90.0,607.08,85
2026-09-15T00:04:13.644356+00:00,btc-updown-15m-1789431300,15,4544459,93029978868481094339906549001539122969338063750027809361805630895169850453484,2026-09-15T00:15:00+00:00,2026-09-15T00:30:00+00:00,25.78,0.52,0.53,0.525,0.01,1277.86,249.04,92
2026-09-15T00:05:14.713825+00:00,btc-updown-5m-1789430700,5,4544439,61171414301724099308844205794503545539495972802281574464906930028165890522434,2026-09-15T00:05:00+00:00,2026-09-15T00:10:00+00:00,4.77,0.32,0.33,0.325,0.01,89.92,849.21,99
2026-09-15T00:05:14.713825+00:00,btc-updown-5m-1789431000,5,4544450,96040400567544006149314460358769097423249232071712399166955553367739089013135,2026-09-15T00:10:00+00:00,2026-09-15T00:15:00+00:00,9.77,0.5,0.51,0.505,0.01,401.78,452.34,99
2026-09-15T00:05:14.713825+00:00,btc-updown-15m-1789430400,15,4544410,106213528007743026778319280434751603800158894149799436944811710570470881218429,2026-09-15T00:00:00+00:00,2026-09-15T00:15:00+00:00,9.77,0.42,0.43,0.425,0.01,280.37,115.0,90
