captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-03T17:54:20.567576+00:00,btc-updown-5m-1785779700,5,3292214,89583281304876377534706821259000910693750743970470441812895545897568933797142,2026-08-03T17:55:00+00:00,2026-08-03T18:00:00+00:00,5.67,0.5,0.51,0.505,0.01,72.0,1204.91,99
2026-08-03T17:54:20.567576+00:00,btc-updown-15m-1785779100,15,3292185,73800740141093958846984841316809847127441420929038357189498202612275457537083,2026-08-03T17:45:00+00:00,2026-08-03T18:00:00+00:00,5.67,0.45,0.46,0.455,0.01,521.51,57.58,99
2026-08-03T17:54:20.567576+00:00,btc-updown-15m-1785780000,15,3292236,14739926345356223542792814381628311919763597963686142539629781039049065448628,2026-08-03T18:00:00+00:00,2026-08-03T18:15:00+00:00,20.67,0.49,0.5,0.495,0.01,661.51,376.6,74
2026-08-03T17:55:21.985866+00:00,btc-updown-5m-1785779700,5,3292214,89583281304876377534706821259000910693750743970470441812895545897568933797142,2026-08-03T17:55:00+00:00,2026-08-03T18:00:00+00:00,4.65,0.32,0.33,0.325,0.01,466.7,442.48,99
2026-08-03T17:55:21.985866+00:00,btc-updown-5m-1785780000,5,3292238,104423626721913171054359245655949385586349685407912323914238761490220483781933,2026-08-03T18:00:00+00:00,2026-08-03T18:05:00+00:00,9.65,0.5,0.51,0.505,0.01,726.92,999.57,99
2026-08-03T17:55:21.985866+00:00,btc-updown-15m-1785779100,15,3292185,73800740141093958846984841316809847127441420929038357189498202612275457537083,2026-08-03T17:45:00+00:00,2026-08-03T18:00:00+00:00,4.65,0.26,0.27,0.265,0.01,198.86,219.63,99
2026-08-03T17:55:21.985866+00:00,btc-updown-15m-1785780000,15,3292236,14739926345356223542792814381628311919763597963686142539629781039049065448628,2026-08-03T18:00:00+00:00,2026-08-03T18:15:00+00:00,19.65,0.49,0.5,0.495,0.01,561.51,356.6,73
2026-08-03T17:56:23.274473+00:00,btc-updown-5m-1785779700,5,3292214,89583281304876377534706821259000910693750743970470441812895545897568933797142,2026-08-03T17:55:00+00:00,2026-08-03T18:00:00+00:00,3.62,0.63,0.64,0.635,0.01,124.94,256.15,99
2026-08-03T17:56:23.274473+00:00,btc-updown-5m-1785780000,5,3292238,104423626721913171054359245655949385586349685407912323914238761490220483781933,2026-08-03T18:00:00+00:00,2026-08-03T18:05:00+00:00,8.62,0.5,0.51,0.505,0.01,428.43,1003.62,99
2026-08-03T17:56:23.274473+00:00,btc-updown-15m-1785779100,15,3292185,73800740141093958846984841316809847127441420929038357189498202612275457537083,2026-08-03T17:45:00+00:00,2026-08-03T18:00:00+00:00,3.62,0.55,0.56,0.555,0.01,36.25,239.81,99
2026-08-03T17:56:23.274473+00:00,btc-updown-15m-1785780000,15,3292236,14739926345356223542792814381628311919763597963686142539629781039049065448628,2026-08-03T18:00:00+00:00,2026-08-03T18:15:00+00:00,18.62,0.49,0.5,0.495,0.01,459.54,794.6,73
2026-08-03T17:57:24.552056+00:00,btc-updown-5m-1785779700,5,3292214,89583281304876377534706821259000910693750743970470441812895545897568933797142,2026-08-03T17:55:00+00:00,2026-08-03T18:00:00+00:00,2.6,0.56,0.57,0.565,0.01,483.34,35.0,99
2026-08-03T17:57:24.552056+00:00,btc-updown-5m-1785780000,5,3292238,104423626721913171054359245655949385586349685407912323914238761490220483781933,2026-08-03T18:00:00+00:00,2026-08-03T18:05:00+00:00,7.6,0.5,0.51,0.505,0.01,540.43,805.62,99
2026-08-03T17:57:24.552056+00:00,btc-updown-15m-1785779100,15,3292185,73800740141093958846984841316809847127441420929038357189498202612275457537083,2026-08-03T17:45:00+00:00,2026-08-03T18:00:00+00:00,2.6,0.44,0.45,0.445,0.01,503.17,40.42,99
2026-08-03T17:57:24.552056+00:00,btc-updown-15m-1785780000,15,3292236,14739926345356223542792814381628311919763597963686142539629781039049065448628,2026-08-03T18:00:00+00:00,2026-08-03T18:15:00+00:00,17.6,0.49,0.5,0.495,0.01,459.54,612.6,73
2026-08-03T17:58:25.762518+00:00,btc-updown-5m-1785779700,5,3292214,89583281304876377534706821259000910693750743970470441812895545897568933797142,2026-08-03T17:55:00+00:00,2026-08-03T18:00:00+00:00,1.58,0.7,0.71,0.705,0.01,518.37,82.92,99
2026-08-03T17:58:25.762518+00:00,btc-updown-5m-1785780000,5,3292238,104423626721913171054359245655949385586349685407912323914238761490220483781933,2026-08-03T18:00:00+00:00,2026-08-03T18:05:00+00:00,6.58,0.5,0.51,0.505,0.01,397.43,1005.62,99
2026-08-03T17:58:25.762518+00:00,btc-updown-15m-1785779100,15,3292185,73800740141093958846984841316809847127441420929038357189498202612275457537083,2026-08-03T17:45:00+00:00,2026-08-03T18:00:00+00:00,1.58,0.53,0.54,0.535,0.01,109.12,60.0,99
2026-08-03T17:58:25.762518+00:00,btc-updown-15m-1785780000,15,3292236,14739926345356223542792814381628311919763597963686142539629781039049065448628,2026-08-03T18:00:00+00:00,2026-08-03T18:15:00+00:00,16.58,0.49,0.5,0.495,0.01,459.54,1012.6,73
2026-08-03T21:46:27.814694+00:00,btc-updown-5m-1785793500,5,3295848,17519864225263717460311093989901671960394406101705008143922399120085456462135,2026-08-03T21:45:00+00:00,2026-08-03T21:50:00+00:00,3.55,0.33,0.34,0.335,0.01,74.83,332.92,99
2026-08-03T21:46:27.814694+00:00,btc-updown-5m-1785793800,5,3295861,86572251747252270562775085301129741217462546878708517166877194397423834326712,2026-08-03T21:50:00+00:00,2026-08-03T21:55:00+00:00,8.55,0.5,0.51,0.505,0.01,919.06,591.48,99
2026-08-03T21:46:27.814694+00:00,btc-updown-15m-1785793500,15,3295852,42909204494543439245389583176756928161843603815241287543747705604009297485445,2026-08-03T21:45:00+00:00,2026-08-03T22:00:00+00:00,13.55,0.46,0.47,0.465,0.01,132.67,111.85,99
2026-08-03T21:46:27.814694+00:00,btc-updown-15m-1785794400,15,3295914,14263871776340310016090762317783272088714595063682335109267254884664433930928,2026-08-03T22:00:00+00:00,2026-08-03T22:15:00+00:00,28.55,0.5,0.51,0.505,0.01,400.0,130.49,74
2026-08-03T21:47:28.765615+00:00,btc-updown-5m-1785793500,5,3295848,17519864225263717460311093989901671960394406101705008143922399120085456462135,2026-08-03T21:45:00+00:00,2026-08-03T21:50:00+00:00,2.53,0.27,0.28,0.275,0.01,10.75,241.79,99
2026-08-03T21:47:28.765615+00:00,btc-updown-5m-1785793800,5,3295861,86572251747252270562775085301129741217462546878708517166877194397423834326712,2026-08-03T21:50:00+00:00,2026-08-03T21:55:00+00:00,7.53,0.5,0.51,0.505,0.01,899.06,559.48,99
2026-08-03T21:47:28.765615+00:00,btc-updown-15m-1785793500,15,3295852,42909204494543439245389583176756928161843603815241287543747705604009297485445,2026-08-03T21:45:00+00:00,2026-08-03T22:00:00+00:00,12.53,0.44,0.45,0.445,0.01,118.27,693.37,99
2026-08-03T21:47:28.765615+00:00,btc-updown-15m-1785794400,15,3295914,14263871776340310016090762317783272088714595063682335109267254884664433930928,2026-08-03T22:00:00+00:00,2026-08-03T22:15:00+00:00,27.53,0.5,0.51,0.505,0.01,400.0,110.49,74
2026-08-03T21:48:29.633435+00:00,btc-updown-5m-1785793500,5,3295848,17519864225263717460311093989901671960394406101705008143922399120085456462135,2026-08-03T21:45:00+00:00,2026-08-03T21:50:00+00:00,1.52,0.18,0.19,0.185,0.01,566.03,11.36,99
2026-08-03T21:48:29.633435+00:00,btc-updown-5m-1785793800,5,3295861,86572251747252270562775085301129741217462546878708517166877194397423834326712,2026-08-03T21:50:00+00:00,2026-08-03T21:55:00+00:00,6.52,0.5,0.51,0.505,0.01,903.06,524.48,99
2026-08-03T21:48:29.633435+00:00,btc-updown-15m-1785793500,15,3295852,42909204494543439245389583176756928161843603815241287543747705604009297485445,2026-08-03T21:45:00+00:00,2026-08-03T22:00:00+00:00,11.52,0.4,0.41,0.405,0.01,49.0,125.63,99
2026-08-03T21:48:29.633435+00:00,btc-updown-15m-1785794400,15,3295914,14263871776340310016090762317783272088714595063682335109267254884664433930928,2026-08-03T22:00:00+00:00,2026-08-03T22:15:00+00:00,26.52,0.5,0.51,0.505,0.01,400.0,110.49,72
